-49|-11|1|1
-47.52|-11|1|1
-46.04|-11|1|1
-44.56|-11|1|1
-43.08|-11|1|1
-41.6|-11|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
-49|-9.45|1|1
-47.52|-9.45|1|1
-46.04|-9.45|1|1
-44.56|-9.45|1|1
-43.08|-9.45|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
0|0|1|1
